"filename", "language", "JavaScript", "JSON", "HTML", "JSON with Comments", "Vue", "Markdown", "CSS", "XML", "YAML", "comment", "blank", "total"
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\composables\useBranchSwitcher.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 1, 193
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\config.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\css\_checkbox-radio-switch.css", "CSS", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 14, 74
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\css\_progress.css", "CSS", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 5, 22
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\css\_scrollbars.css", "CSS", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 9, 42
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\css\_table.css", "CSS", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 11, 50
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\css\main.css", "CSS", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\css\styles\_basic.css", "CSS", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 1, 32
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\css\styles\_white.css", "CSS", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 1, 32
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\css\tailwind\_base.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\css\tailwind\_components.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\css\tailwind\_utilities.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\layouts\LayoutAuthenticated.vue", "Vue", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 13, 78
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\layouts\LayoutGuest.vue", "Vue", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\layouts\TableLayoutComponent.vue", "Vue", 0, 0, 0, 0, 30, 0, 0, 0, 0, 1, 9, 40
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\main.js", "JavaScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 76
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\menuAside.js", "JavaScript", 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 135
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\menuNavBar.js", "JavaScript", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 90
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\offlineData.js", "JavaScript", 3269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3272
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\router\index.js", "JavaScript", 545, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22, 574
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\CommissionRecipient.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\api.js", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 46
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\authentication.js", "JavaScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 79
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\axios.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 13
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\branches.js", "JavaScript", 178, 0, 0, 0, 0, 0, 0, 0, 0, 31, 22, 231
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\brands.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\cashCollected.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\commissions.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\dailyInventoryOut.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\dailySales.js", "JavaScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 36
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\darkMode.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 30
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\expenses.js", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\inventoryItem.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\main.js", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 74
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\productType.js", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\products.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 27
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\recipe.js", "JavaScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 49
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\standardBatchVariety.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\unit.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\stores\workOrder.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\ADDBADOTEMPLATE.vue", "Vue", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 13, 69
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\BADOTEMPLATE.vue", "Vue", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 17, 76
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\MyComponent.vue", "Vue", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 2, 20
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\ProfitReportView.vue", "Vue", 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 16, 77
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\RecipeDetails.vue", "Vue", 0, 0, 0, 0, 167, 0, 0, 0, 0, 5, 16, 188
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\base_view\BaseView.vue", "Vue", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 3, 11
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\base_view\ErrorView.vue", "Vue", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 4, 28
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\base_view\FormsView.vue", "Vue", 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 26, 140
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\base_view\HomeView.vue", "Vue", 0, 0, 0, 0, 80, 0, 0, 0, 0, 1, 16, 97
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\base_view\LoginView.vue", "Vue", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 9, 64
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\base_view\ProfileView.vue", "Vue", 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 16, 137
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\base_view\ResponsiveView.vue", "Vue", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 8, 60
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\base_view\StyleView.vue", "Vue", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 9, 56
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\base_view\UiView.vue", "Vue", 0, 0, 0, 0, 451, 0, 0, 0, 0, 0, 55, 506
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\branch\AddBranch.vue", "Vue", 0, 0, 0, 0, 68, 0, 0, 0, 0, 1, 14, 83
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\branch\BranchView.vue", "Vue", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 14, 82
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\branch\EditBranch.vue", "Vue", 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 12, 73
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\brand\AddBrand.vue", "Vue", 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 27, 197
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\brand\BrandView.vue", "Vue", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 18, 88
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\brand\EditBrand.vue", "Vue", 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 12, 78
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\cash_collected\AddCashCollected.vue", "Vue", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 13, 70
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\cash_collected\CashCollectedView.vue", "Vue", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 16, 75
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\cash_collected\CashSnippet.vue", "Vue", 0, 0, 0, 0, 52, 0, 0, 0, 0, 2, 12, 66
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\commission\AddCommission.vue", "Vue", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 18, 95
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\commission\CommissionView.vue", "Vue", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 17, 92
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\commission\EditCommission.vue", "Vue", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 12, 89
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\commission_recipient\AddCommissionRecipient.vue", "Vue", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 9, 59
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\commission_recipient\CommissionRecipientView.vue", "Vue", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 17, 84
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\commission_recipient\EditCommissionRecipient.vue", "Vue", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 10, 79
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\daily_inventory_out\AddDailyInventoryOut.vue", "Vue", 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 14, 101
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\daily_inventory_out\DailyInventoryOutView.vue", "Vue", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 17, 93
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\daily_inventory_out\EditDailyInventoryOut.vue", "Vue", 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 11, 104
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\daily_sales\AddDailySales.vue", "Vue", 0, 0, 0, 0, 88, 0, 0, 0, 0, 25, 12, 125
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\daily_sales\DailySalesView.vue", "Vue", 0, 0, 0, 0, 59, 0, 0, 0, 0, 2, 9, 70
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\expense\AddExpense.vue", "Vue", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 18, 104
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\expense\EditExpense.vue", "Vue", 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 10, 109
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\expense\ExpenseView.vue", "Vue", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 17, 89
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\inventory_item\AddInventoryItem.vue", "Vue", 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 11, 98
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\inventory_item\EditInventoryItem.vue", "Vue", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 10, 92
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\inventory_item\InventoryItemView.vue", "Vue", 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 16, 82
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\product\AddProduct.vue", "Vue", 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 13, 79
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\product\EditProduct.vue", "Vue", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 8, 72
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\product\ProductView.vue", "Vue", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 16, 89
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\product_type\AddProductType.vue", "Vue", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 14, 69
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\product_type\EditProductType.vue", "Vue", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 8, 57
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\product_type\ProductTypeView.vue", "Vue", 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 14, 77
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\recipe\RecipeView.vue", "Vue", 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 9, 114
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\standard_batch_variety\AddStandardBatchVariety.vue", "Vue", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 13, 69
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\standard_batch_variety\StandardBatchVarietyView.vue", "Vue", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 17, 77
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\unit\AddUnit.vue", "Vue", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 13, 69
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\unit\EditUnit.vue", "Vue", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 10, 61
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\unit\UnitView.vue", "Vue", 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 18, 79
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\work_order\AddWorkOrder.vue", "Vue", 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 26, 129
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\src\views\work_order\WorkOrderView.vue", "Vue", 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 15, 78
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\tailwind.config.js", "JavaScript", 73, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 78
"c:\Users\ktemi\code\dabo_bet\vue_admin\admin-one-vue-tailwind\vite.config.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 22
"Total", "-", 5028, 4096, 56, 15, 7989, 755, 223, 15, 20, 358, 1897, 20452